sorted_basename,categoria,subtipo,cell_line,group_key,timepoint_h,campo,raw_file_original,raw_md5,whst_input_file,test_image,match_via,classe_validade,serie_padrao,serie_closure_plausivel,serie_decisao,excesso_rel,excesso_ref,na_lista_correcao,na_lista_revisao,contencao_t0,modo_falha,origem_categoria,motivo_operador,status_correcao
SKOV-3__P1_GEO_PTX_F6__tp48h__F6__Snap_52_2__58a4cc19a9.jpg,IMG_INVALIDA,,SKOV-3,P1|GEO+PTX|F6,48,F6,Snap-52 (2).tiff,58a4cc19a93323843679011ecaf8b247,58a4cc19a9__SKOV-3__P1_GEO+PTX_F6__tp48h__Snap-52_2.tiff,Snap-52_153_png.rf.jWozliFwqBh7FtxPjDhr.png,nome,invalidez_imagem,MISTO+INVALIDA,nao,SEM_BASELINE_fora_pareada,,,nao,sim,,,anotacao,"imagem muito ruidosa, trataria como invalida",
SKOV-3__P1_GEO_PTX_F6__tp72h__F6__Snap_41__2166dad4b4.jpg,SEG_RUIM,sub,SKOV-3,P1|GEO+PTX|F6,72,F6,Snap-41.tiff,2166dad4b42dd44ab84dab92acd1c58b,2166dad4b4__SKOV-3__P1_GEO+PTX_F6__tp72h__Snap-41.tiff,Snap-41_270_png.rf.46zb8PtP1Yuu9Wit1FpP.png,nome,falha_metodo_WHST,MISTO+INVALIDA,nao,SEM_BASELINE_fora_pareada,,,nao,nao,,nao_avaliavel,triagem,"segmentação quase correta, faltou apenas uma parte",
SKOV-3__P1_PTX_F2__tp00h__F2__ptx1_2__61e00c0106.jpg,OK,,SKOV-3,P1|PTX|F2,0,F2,ptx1_2.tiff,61e00c01069d2603c85e005bf0be08b2,61e00c0106__SKOV-3__P1_PTX_F2__tp0h__ptx1_2.tiff,ptx1_2_png.rf.mOSxinMIUOQxQUjpAhxb.png,nome,valida_ok,CONSISTENTE_OK,sim,USAVEL_sem_correcao,,,nao,nao,,,triagem,,
SKOV-3__P1_PTX_F2__tp24h__F2__Snap_18_2__4e02b25d63.jpg,OK,,SKOV-3,P1|PTX|F2,24,F2,Snap-18 (2).tiff,4e02b25d632012b6babec10c16cb8ad5,4e02b25d63__SKOV-3__P1_PTX_F2__tp24h__Snap-18_2.tiff,Snap-18_182_png.rf.0olrnxTCWxDIVmtPK3HA.png,nome,valida_ok,CONSISTENTE_OK,sim,USAVEL_sem_correcao,,,nao,nao,0.9716,,triagem,,
SKOV-3__P1_PTX_F2__tp48h__F2__Snap_18_2__691f27f27e.jpg,OK,,SKOV-3,P1|PTX|F2,48,F2,Snap-18 (2).tiff,691f27f27ebe512916d12df0397687d6,691f27f27e__SKOV-3__P1_PTX_F2__tp48h__Snap-18_2.tiff,Snap-18_122_png.rf.rEzRHI9DOsMmEv8NXGFz.png,nome,valida_ok,CONSISTENTE_OK,sim,USAVEL_sem_correcao,,,nao,nao,0.9637,,triagem,,
SKOV-3__P1_PTX_F9__tp00h__F9__ptx2_4__24876cef41.jpg,OK,,SKOV-3,P1|PTX|F9,0,F9,ptx2_4.tiff,24876cef41c530016d789a8b78dc72e9,24876cef41__SKOV-3__P1_PTX_F9__tp0h__ptx2_4.tiff,ptx2_4_png.rf.YEH27Bh4es5Hup4qomsA.png,nome,valida_ok,CONSISTENTE_OK,sim,USAVEL_sem_correcao,,,nao,nao,,,triagem,,
SKOV-3__P1_PTX_F9__tp24h__F9__Snap_25_2__76e82b7d28.jpg,OK,,SKOV-3,P1|PTX|F9,24,F9,Snap-25 (2).tiff,76e82b7d28c042e8633a8fff74156148,76e82b7d28__SKOV-3__P1_PTX_F9__tp24h__Snap-25_2.tiff,Snap-25_184_png.rf.fnCmHOHxb5uRZMEeY7RB.png,nome,valida_ok,CONSISTENTE_OK,sim,USAVEL_sem_correcao,,,nao,nao,0.5637,,triagem,,
SKOV-3__P1_PTX_F9__tp48h__F9__Snap_25_2__2f8f6fd531.jpg,OK,,SKOV-3,P1|PTX|F9,48,F9,Snap-25 (2).tiff,2f8f6fd53195a0a89fe14664da9e5825,2f8f6fd531__SKOV-3__P1_PTX_F9__tp48h__Snap-25_2.tiff,Snap-25_124_png.rf.qhyZRieBWx1vF8Vfj4ck.png,nome,valida_ok,CONSISTENTE_OK,sim,USAVEL_sem_correcao,,,nao,nao,0.9751,,triagem,,
SKOV-3__P2_CARBO_F5__tp00h__F5__Snap_20__a1d9784c97.jpg,OK,,SKOV-3,P2|CARBO|F5,0,F5,Snap-20.tiff,a1d9784c9793db402ceb45dfef714ea4,a1d9784c97__BASELINE__SKOV-3__P2_CARBO_F5__tp0h__Snap-20.tiff,(baseline_recuperado),nome,valida_ok,MISTO,sim,CORRIGIR_misto,,,nao,nao,,,triagem,,ok
SKOV-3__P2_CARBO_F5__tp24h__F5__Snap_20__e38b9ca083.jpg,SEG_RUIM,super,SKOV-3,P2|CARBO|F5,24,F5,Snap-20.tiff,e38b9ca083b13231f64805194d56f2ba,e38b9ca083__SKOV-3__P2_CARBO_F5__tp24h__Snap-20.tiff,Snap-20_104_png.rf.lu9wLu7mqVxquLAseXNa.png,nome,falha_metodo_WHST,MISTO,sim,CORRIGIR_misto,-0.481,cond_ok,sim,nao,0.7771,excesso,anotacao,"imagem ruidosa mas segmentação está quase boa, pegou local errado e faltou uma parte",ok
SKOV-3__P2_CARBO_F5__tp48h__F5__Snap_21__e068a53984.jpg,SEG_RUIM,super,SKOV-3,P2|CARBO|F5,48,F5,Snap-21.tiff,e068a5398485dc3fa8c1390a329b0f50,e068a53984__SKOV-3__P2_CARBO_F5__tp48h__Snap-21.tiff,Snap-21_56_png.rf.ycoY7vPUknblypXrORx3.png,nome,falha_metodo_WHST,MISTO,sim,CORRIGIR_misto,-0.794,lote_ok,sim,nao,0.3369,deslocada,anotacao,"imagem ruidosa mas segmentação está quase boa, um pouco super",ok
SKOV-3__P2_CARBO_F9__tp00h__F9__Snap_25__6fb12c61f6.jpg,SEG_RUIM,sub,SKOV-3,P2|CARBO|F9,0,F9,Snap-25.tiff,6fb12c61f61af17645564c2fda0c8e69,6fb12c61f6__SKOV-3__P2_CARBO_F9__tp0h__Snap-25.tiff,Snap-25_png.rf.NZSC2ldRJFXa4414jttF.png,nome,falha_metodo_WHST,MISTO,sim,CORRIGIR_misto,,,sim,nao,,nao_avaliavel,triagem,"segmentação quase correta, faltou apenas uma parte",ok
SKOV-3__P2_CARBO_F9__tp24h__F9__Snap_24__ec6c7bc6f7.jpg,OK,,SKOV-3,P2|CARBO|F9,24,F9,Snap-24.tiff,ec6c7bc6f70e77488d7302594e619123,ec6c7bc6f7__SKOV-3__P2_CARBO_F9__tp24h__Snap-24.tiff,Snap-24_96_png.rf.s6DeTIAvmh6iZiaYgj4W.png,nome,valida_ok,MISTO,sim,CORRIGIR_misto,,,nao,nao,0.6992,,triagem,,ok
SKOV-3__P2_CARBO_F9__tp48h__F9__Snap_25__0270d51969.jpg,SEG_RUIM,super,SKOV-3,P2|CARBO|F9,48,F9,Snap-25.tiff,0270d51969a33bcaa0e160b42adeb4fa,0270d51969__SKOV-3__P2_CARBO_F9__tp48h__Snap-25.tiff,Snap-25_50_png.rf.CHeux2nrD5owQB0rBnrP.png,nome,falha_metodo_WHST,MISTO,sim,CORRIGIR_misto,-1.000,lote_ok,sim,nao,0.3236,deslocada,triagem,figura totalmente fechada,fechada
SKOV-3__P2_CARBO_GEO_F14__tp00h__F14__Snap_60__491a59f24e.jpg,OK,,SKOV-3,P2|CARBO+GEO|F14,0,F14,Snap-60.tiff,491a59f24efa905942bd115644c23534,491a59f24e__SKOV-3__P2_CARBO+GEO_F14__tp0h__Snap-60.tiff,Snap-60_png.rf.RpcRTxyR97nXnbvR3urB.png,nome,valida_ok,CONSISTENTE_OK,sim,USAVEL_sem_correcao,,,nao,nao,,,triagem,,
SKOV-3__P2_CARBO_GEO_F14__tp48h__F14__Snap_60__f6f69dd7a1.jpg,OK,,SKOV-3,P2|CARBO+GEO|F14,48,F14,Snap-60.tiff,f6f69dd7a1fef0ce73d55fb84aaab967,f6f69dd7a1__SKOV-3__P2_CARBO+GEO_F14__tp48h__Snap-60.tiff,Snap-60_12_png.rf.AiY33Mo4Daj2M4cZgUnh.png,nome,valida_ok,CONSISTENTE_OK,sim,USAVEL_sem_correcao,,,nao,nao,0.8955,,triagem,,
SKOV-3__P2_CARBO_GEO_F8__tp00h__F8__Snap_54__32f816646e.jpg,OK,,SKOV-3,P2|CARBO+GEO|F8,0,F8,Snap-54.tiff,32f816646e38e5d9e5c7c22feaf01305,32f816646e__SKOV-3__P2_CARBO+GEO_F8__tp0h__Snap-54.tiff,Snap-54_png.rf.HGYLhnxL2tQsTiXRBg9n.png,nome,valida_ok,MISTO,sim,CORRIGIR_misto,,,nao,nao,,,triagem,,ok
SKOV-3__P2_CARBO_GEO_F8__tp24h__F8__Snap_54__757d325f1f.jpg,OK,,SKOV-3,P2|CARBO+GEO|F8,24,F8,Snap-54.tiff,757d325f1fa41229e21ee9d852daba58,757d325f1f__SKOV-3__P2_CARBO+GEO_F8__tp24h__Snap-54.tiff,Snap-54_106_png.rf.VOFbghvZhHsPNSqUFFkZ.png,nome,valida_ok,MISTO,sim,CORRIGIR_misto,,,nao,nao,0.8886,,triagem,,ok
SKOV-3__P2_CARBO_GEO_F8__tp48h__F8__Snap_54__431a247e4d.jpg,SEG_RUIM,sub,SKOV-3,P2|CARBO+GEO|F8,48,F8,Snap-54.tiff,431a247e4d70f7ba30539cf829e7f08f,431a247e4d__SKOV-3__P2_CARBO+GEO_F8__tp48h__Snap-54.tiff,Snap-54_1_png.rf.LYlBIIJ3KoqRfd7QemOX.png,nome,falha_metodo_WHST,MISTO,sim,CORRIGIR_misto,,,sim,nao,0.9711,excesso,triagem,"segmentação quase correta, faltou apenas uma parte",ok
SKOV-3__P2_CT_F15__tp00h__F15__Snap_15__fa6dd30a89.jpg,OK,,SKOV-3,P2|CT|F15,0,F15,Snap-15.tiff,fa6dd30a89c9ae4c61d87415832d603d,fa6dd30a89__BASELINE__SKOV-3__P2_CT_F15__tp0h__Snap-15.tiff,(baseline_recuperado),nome,valida_ok,MISTO,sim,CORRIGIR_misto,,,nao,nao,,,triagem,,ok
SKOV-3__P2_CT_F15__tp24h__F15__Snap_15__b42d83ed55.jpg,SEG_RUIM,super,SKOV-3,P2|CT|F15,24,F15,Snap-15.tiff,b42d83ed55eccd538abc31c1666317f4,b42d83ed55__SKOV-3__P2_CT_F15__tp24h__Snap-15.tiff,Snap-15_60_png.rf.AUB9Da86Zc4f2GiWRpgF.png,nome,falha_metodo_WHST,MISTO,sim,CORRIGIR_misto,0.873,cond_ok,sim,nao,0.5827,excesso,triagem,pegou a ferida e fora dela tambem,ok
SKOV-3__P2_CT_F15__tp48h__F15__Snap_15__fd9cb2c695.jpg,SEG_RUIM,super,SKOV-3,P2|CT|F15,48,F15,Snap-15.tiff,fd9cb2c6950499a97833f53ee99c6f18,fd9cb2c695__SKOV-3__P2_CT_F15__tp48h__Snap-15.tiff,Snap-15_15_png.rf.oEkUKHxOZ7qcBLxMlF5e.png,nome,falha_metodo_WHST,MISTO,sim,CORRIGIR_misto,-1.000,lote_ok,sim,nao,0.0750,deslocada,triagem,figura totalmente fechada,fechada
SKOV-3__P2_CT_F9__tp00h__F9__Snap_10__207e171eaf.jpg,OK,,SKOV-3,P2|CT|F9,0,F9,Snap-10.tiff,207e171eaf1ae81829fd25ec4eea5b07,207e171eaf__SKOV-3__P2_CT_F9__tp0h__Snap-10.tiff,Snap-10_png.rf.yj7fOx6nAZtfK19C65wZ.png,nome,valida_ok,MISTO,sim,CORRIGIR_misto,,,nao,nao,,,triagem,,ok
SKOV-3__P2_CT_F9__tp24h__F9__Snap_09__ef8663825e.jpg,OK,,SKOV-3,P2|CT|F9,24,F9,Snap-09.tiff,ef8663825ef2527cd8917a6c057604e8,ef8663825e__SKOV-3__P2_CT_F9__tp24h__Snap-09.tiff,Snap-09_66_png.rf.DXbLfCegxmVs4TDoenmh.png,nome,valida_ok,MISTO,sim,CORRIGIR_misto,,,nao,nao,0.9945,,triagem,,ok
SKOV-3__P2_CT_F9__tp48h__F9__Snap_09__bea62375f6.jpg,SEG_RUIM,super,SKOV-3,P2|CT|F9,48,F9,Snap-09.tiff,bea62375f661f9df54f87613ebb51a1e,bea62375f6__SKOV-3__P2_CT_F9__tp48h__Snap-09.tiff,Snap-09_21_png.rf.eX9WeCW8GgIO8pb44zNf.png,nome,falha_metodo_WHST,MISTO,sim,CORRIGIR_misto,-1.000,lote_ok,sim,nao,0.3058,deslocada,triagem,figura totalmente fechada,fechada
SKOV-3__P2_GEO_F11__tp00h__F11__Snap_42__3e861f7b95.jpg,OK,,SKOV-3,P2|GEO|F11,0,F11,Snap-42.tiff,3e861f7b95fee645e084da3386f6e791,3e861f7b95__SKOV-3__P2_GEO_F11__tp0h__Snap-42.tiff,Snap-42_png.rf.vXnbjKiFLjrY6iWZoR1j.png,nome,valida_ok,CONSISTENTE_OK,sim,USAVEL_sem_correcao,,,nao,nao,,,triagem,,
SKOV-3__P2_GEO_F11__tp24h__F11__Snap_42__8328b100ab.jpg,OK,,SKOV-3,P2|GEO|F11,24,F11,Snap-42.tiff,8328b100ab9e0afc8eb45dadb1a3fbfb,8328b100ab__SKOV-3__P2_GEO_F11__tp24h__Snap-42.tiff,Snap-42_76_png.rf.erwRb4d1blf6lhZ6UFWy.png,nome,valida_ok,CONSISTENTE_OK,sim,USAVEL_sem_correcao,,,nao,nao,0.9882,,triagem,,
SKOV-3__P2_GEO_F8__tp00h__F8__Snap_39__81a85f25ae.jpg,IMG_INVALIDA,,SKOV-3,P2|GEO|F8,0,F8,Snap-39.tiff,81a85f25ae518a991e4858ec5e2da0be,81a85f25ae__SKOV-3__P2_GEO_F8__tp0h__Snap-39.tiff,Snap-39_png.rf.B5ZdhBp8JGAo6JQji9gU.png,nome,invalidez_imagem,CONSISTENTE_OK+INVALIDA,nao,SEM_BASELINE_fora_pareada,,,nao,sim,,,anotacao,invalida,
SKOV-3__P2_GEO_F8__tp24h__F8__Snap_39__2f0b118f20.jpg,OK,,SKOV-3,P2|GEO|F8,24,F8,Snap-39.tiff,2f0b118f209c21da1f0cbe780d855ddf,2f0b118f20__SKOV-3__P2_GEO_F8__tp24h__Snap-39.tiff,Snap-39_77_png.rf.FBpms3tKgC2fVOg0pxu7.png,nome,valida_ok,CONSISTENTE_OK+INVALIDA,nao,SEM_BASELINE_fora_pareada,,,nao,nao,0.9842,,triagem,,
,IMG_INVALIDA,,HUVEC,LUIS RAW||PET||C5,0,2,C5 0H 2.tiff,8ed03d3c0801b472c23566824390cb37,8ed03d3c08__BASELINE_REC__HUVEC__LUIS_RAW_PET_C5__tp0h__C5_0H_2.tiff,,,invalidez_imagem,CONSISTENTE_SUPER+INVALIDA,sim,USAVEL_sem_correcao,,,nao,sim,,,correcao_manual,,invalida
,IMG_INVALIDA,,HUVEC,LUIS RAW||PET||F2,0,2,F2 0H 2.tiff,a4fc0d486b8bb56a130d02e6546adb35,a4fc0d486b__BASELINE_REC__HUVEC__LUIS_RAW_PET_F2__tp0h__F2_0H_2.tiff,,,invalidez_imagem,CONSISTENTE_SUPER+INVALIDA,nao,CORRIGIR_consistente_implausivel,,,nao,sim,,,correcao_manual,,invalida
,IMG_INVALIDA,,HUVEC,Migração (PET e PEP) n2 - RAW||PEP||A2,0,1,A2 0H 1.tiff,f2751b8277daa5c75ae67c34b41a8e8c,f2751b8277__BASELINE_REC__HUVEC__Migra_o_PET_e_PEP_n2_RAW_PEP_A2__tp0h__A2_0H_1.tiff,,,invalidez_imagem,CONSISTENTE_SUPER+INVALIDA,nao,CORRIGIR_consistente_implausivel,,,nao,sim,,,correcao_manual,,invalida
,OK,,HUVEC,originais||None||A5,0,2,A5 0HR 2.tiff,fb2b4ab75eb6ae516a3a7afe9c2af245,fb2b4ab75e__BASELINE_REC__HUVEC__originais_None_A5__tp0h__A5_0HR_2.tiff,,,valida_ok,CONSISTENTE_OK,sim,USAVEL_sem_correcao,,,nao,nao,,,baseline_recuperado_corrigido,,ok
,OK,,HUVEC,originais||None||B5,0,2,B5 0HR 2.tiff,54b338af67594bb7d6101d898b16c339,54b338af67__BASELINE_REC__HUVEC__originais_None_B5__tp0h__B5_0HR_2.tiff,,,valida_ok,MISTO,sim,CORRIGIR_misto,,,nao,nao,,,baseline_recuperado_corrigido,,ok
