arquivo_b,stem_normalizado,linha_celular,timepoint_h,arquivo_a,pasta_a,group_key,lote,well,tratamento,estrato,excluida,resolucao,split_key,partition
A4 12HR 1_png.rf.QTYICw9XjNE9ky97j1dh.png,a4 12hr 1,HUVEC,12,,,Controle+Saudavel||None||A4,Controle+Saudavel,A4,None,HUVEC|None,,ok_nome_norm,Controle+Saudavel||None||A4,train
B8 8H 1_png.rf.aR8jpRAFVNgRDwOjlUoR.png,b8 8h 1,HUVEC,8,B8 8H 1.tiff,HUVEC/8h,LUIS RAW||PEP+MCC||B8,LUIS RAW,B8,PEP+MCC,HUVEC|PEP+MCC,,ok_hash,LUIS RAW||PEP+MCC||B8,train
B8 0H 1_png.rf.VRh7efysiNi7AJTUXkt0.png,b8 0h 1,HUVEC,0,B8 0H 1.tiff,HUVEC/0h,LUIS RAW||PEP+MCC||B8,LUIS RAW,B8,PEP+MCC,HUVEC|PEP+MCC,,ok_hash,LUIS RAW||PEP+MCC||B8,train
C7 8HR 2_png.rf.2dvwHn7EvY990K3vz72Z.png,c7 8hr 2,HUVEC,8,C7 8HR 2 (2).tiff,HUVEC/8h,Originais (1)||None||C7,Originais (1),C7,None,HUVEC|None,,ok_hash,Originais (1)||None||C7,train
C7 8hr 2_png.rf.V0K6p7rMxYZjaTtmW246.png,c7 8hr 2,HUVEC,8,C7 8hr 2.tiff,HUVEC/8h,Pré-Eclâmpsia||None||C7,Pré-Eclâmpsia,C7,None,HUVEC|None,,ok_hash,Pré-Eclâmpsia||None||C7,train
D3 0HR 2_png.rf.xg8UuwFd0AAbsMueldhL.png,d3 0hr 2,HUVEC,0,D3 0HR 2 (2).tiff,HUVEC/0h,Originais (1)||None||D3,Originais (1),D3,None,HUVEC|None,,ok_hash,SHARED__D3,train
D3 0HR 2_png.rf.j8JuVxL68QInkMt5FJpM.png,d3 0hr 2,HUVEC,0,D3 0HR 2.tiff,HUVEC/0h,originais||None||D3,originais,D3,None,HUVEC|None,,ok_hash,SHARED__D3,train
Snap-08_246_png.rf.RqnG5jTrBo52eftjs5DV.png,snap-8,SKOV,72,Snap-08.tiff,SKOV/72h,P1|PTX|F3,P1,F3,PTX,P1|PTX,,ok_hash,P1|PTX|F3,val
Snap-08_201_png.rf.chUbIWmSPfojmz0KJLAC.png,snap-8,SKOV,24,Snap-08 (2).tiff,SKOV/24h,P1|CT|F7,P1,F7,CT,P1|CT,,ok_hash,P1|CT|F7,val
Snap-08_67_png.rf.pJTf39K2wKaqnC1k9jIb.png,snap-8,SKOV,24,Snap-08.tiff,SKOV/24h,P2|CT|F8,P2,F8,CT,P2|CT,,ok_hash,P2|CT|F8,train
Snap-08_141_png.rf.xxwXm4vgaTgEnxfrDBvk.png,snap-8,SKOV,48,Snap-08 (2).tiff,SKOV/48h,P1|CT|F8,P1,F8,CT,P1|CT,,ok_hash,P1|CT|F8,train
Snap-08_png.rf.nMSmGWytV5eO27dMe1ee.png,snap-8,SKOV,0,Snap-08.tiff,SKOV/0h,P2|CT|F7,P2,F7,CT,P2|CT,,ok_hash,P2|CT|F7,train
Snap-08_22_png.rf.GCWDDmkNJNGxWqA6yAIT.png,snap-8,SKOV,48,Snap-08.tiff,SKOV/48h,P2|CT|F8,P2,F8,CT,P2|CT,,ok_hash,P2|CT|F8,train
C8 8hr 1_png.rf.9Nm17LTxJEYER3hsq1MI.png,c8 8hr 1,HUVEC,8,C8 8hr 1.tiff,HUVEC/8h,Pré-Eclâmpsia||None||C8,Pré-Eclâmpsia,C8,None,HUVEC|None,,ok_hash,Pré-Eclâmpsia||None||C8,train
C8 8HR 1_png.rf.D6drV1sVRsS2i9BLf4Zq.png,c8 8hr 1,HUVEC,8,C8 8HR 1 (2).tiff,HUVEC/8h,Originais (1)||None||C8,Originais (1),C8,None,HUVEC|None,,ok_hash,Originais (1)||None||C8,train
Snap-55_png.rf.mdqwr9JeLjcb6ofmfYgj.png,snap-55,SKOV,0,Snap-55.tiff,SKOV/0h,P2|CARBO+GEO|F9,P2,F9,CARBO+GEO,P2|CARBO+GEO,,ok_hash,P2|CARBO+GEO|F9,train
Snap-55_151_png.rf.HB3SBxZfAuHyuw16MFoY.png,snap-55,SKOV,48,Snap-55 (2).tiff,SKOV/48h,P1|GEO+PTX|F9,P1,F9,GEO+PTX,P1|GEO+PTX,,ok_hash,P1|GEO+PTX|F9,train
Snap-55_2_png.rf.yBgBsBStUWm9nrHoWzT9.png,snap-55,SKOV,48,Snap-55.tiff,SKOV/48h,P2|CARBO+GEO|F9,P2,F9,CARBO+GEO,P2|CARBO+GEO,,ok_hash,P2|CARBO+GEO|F9,train
Snap-55_211_png.rf.EPNfhr87AJkv5f9UxEy5.png,snap-55,SKOV,24,Snap-55 (2).tiff,SKOV/24h,P1|GEO+PTX|F9,P1,F9,GEO+PTX,P1|GEO+PTX,,ok_hash,P1|GEO+PTX|F9,train
Snap-55_107_png.rf.sR9Ln7DKRgZ1U7IHe31n.png,snap-55,SKOV,24,Snap-55.tiff,SKOV/24h,P2|CARBO+GEO|F9,P2,F9,CARBO+GEO,P2|CARBO+GEO,,ok_hash,P2|CARBO+GEO|F9,train
C2 8hr 2_png.rf.rQVAAegUPaNnrnxfZwFG.png,c2 8hr 2,HUVEC,8,C2 8hr 2.tiff,HUVEC/8h,Pré-Eclâmpsia||None||C2,Pré-Eclâmpsia,C2,None,HUVEC|None,,ok_hash,Pré-Eclâmpsia||None||C2,train
C2 8HR 2_png.rf.FAjaOYFoSVkGWqoTepQb.png,c2 8hr 2,HUVEC,8,C2 8HR 2 (2).tiff,HUVEC/8h,Originais (1)||None||C2,Originais (1),C2,None,HUVEC|None,,ok_hash,Originais (1)||None||C2,train
Snap-50_217_png.rf.rf55ujFurc07N7cDRLSR.png,snap-50,SKOV,24,Snap-50 (2).tiff,SKOV/24h,P1|GEO+PTX|F4,P1,F4,GEO+PTX,P1|GEO+PTX,,ok_hash,P1|GEO+PTX|F4,val
Snap-50_8_png.rf.GllVB6GPGv2m6wnXP8At.png,snap-50,SKOV,48,Snap-50.tiff,SKOV/48h,P2|CARBO+GEO|F4,P2,F4,CARBO+GEO,P2|CARBO+GEO,,ok_hash,P2|CARBO+GEO|F4,train
Snap-50_113_png.rf.tvrHilkt9qEzTsmrzhEz.png,snap-50,SKOV,24,Snap-50.tiff,SKOV/24h,P2|CARBO+GEO|F4,P2,F4,CARBO+GEO,P2|CARBO+GEO,,ok_hash,P2|CARBO+GEO|F4,train
Snap-50_157_png.rf.O8bQtgrO9JA4I4wWYrex.png,snap-50,SKOV,48,Snap-50 (2).tiff,SKOV/48h,P1|GEO+PTX|F4,P1,F4,GEO+PTX,P1|GEO+PTX,,ok_hash,P1|GEO+PTX|F4,val
Snap-50_png.rf.HA7jd2gx3sJmNEaL5hJZ.png,snap-50,SKOV,0,Snap-50.tiff,SKOV/0h,P2|CARBO+GEO|F4,P2,F4,CARBO+GEO,P2|CARBO+GEO,,ok_hash,P2|CARBO+GEO|F4,train
B8 12hr 1_png.rf.shTHCf0lYwAgMJRKyceK.png,b8 12hr 1,HUVEC,12,B8 12hr 1.tiff,HUVEC/12h,Pré-Eclâmpsia||None||B8,Pré-Eclâmpsia,B8,None,HUVEC|None,,ok_hash,Pré-Eclâmpsia||None||B8,train
B8 12hr 1_png.rf.iih8Y7cF2NixGIHCxYM5.png,b8 12hr 1,HUVEC,12,,,Pré-Eclâmpsia||None||B8,Pré-Eclâmpsia,B8,None,HUVEC|None,,ok_nome_norm,Pré-Eclâmpsia||None||B8,train
B8 12HR 1_png.rf.nI0MDsT82HP4ly7A64T9.png,b8 12hr 1,HUVEC,12,,,Pré-Eclâmpsia||None||B8,Pré-Eclâmpsia,B8,None,HUVEC|None,,ok_nome_norm,Pré-Eclâmpsia||None||B8,train
B8 12HR 1_png.rf.nFJGtYupFefeBl1Usry3.png,b8 12hr 1,HUVEC,12,B8 12HR 1 (2).tiff,HUVEC/12h,Originais (1)||None||B8,Originais (1),B8,None,HUVEC|None,,ok_hash,SHARED__B8,train
C1 24HR 2_png.rf.9exsonf957zV0aCSSZs8.png,c1 24hr 2,HUVEC,24,C1 24HR 2.tiff,HUVEC/24h,Originais (1)||None||C1,Originais (1),C1,None,HUVEC|None,,ok_hash,Originais (1)||None||C1,val
C3 24HR 1_png.rf.pZgJEEa8LXWK8obYVuEZ.png,c3 24hr 1,HUVEC,24,C3 24HR 1.tiff,HUVEC/24h,Originais (1)||None||C3,Originais (1),C3,None,HUVEC|None,,ok_hash,Originais (1)||None||C3,train
B7 12HR 1_png.rf.tQR8sr43YTBxjNYm3tqF.png,b7 12hr 1,HUVEC,12,B7 12HR 1 (2).tiff,HUVEC/12h,Originais (1)||None||B7,Originais (1),B7,None,HUVEC|None,,ok_hash,SHARED__B7,val
B7 12hr 1_png.rf.hlhcADdzO6iuhfQES5Fp.png,b7 12hr 1,HUVEC,12,B7 12hr 1.tiff,HUVEC/12h,Controle+Saudavel||None||B7,Controle+Saudavel,B7,None,HUVEC|None,,ok_hash,Controle+Saudavel||None||B7,val
B7 12HR 1_png.rf.ctLu7rRENpG6jwIQGRSW.png,b7 12hr 1,HUVEC,12,,,Controle+Saudavel||None||B7,Controle+Saudavel,B7,None,HUVEC|None,,ok_nome_norm,Controle+Saudavel||None||B7,val
B8 12HR 2_png.rf.CgwPldETMq6VOYEZmUsY.png,b8 12hr 2,HUVEC,12,B8 12HR 2 (2).tiff,HUVEC/12h,Originais (1)||None||B8,Originais (1),B8,None,HUVEC|None,,ok_hash,SHARED__B8,train
B8 12hr 2_png.rf.hBBqPLy4yOa4aCEa6DvE.png,b8 12hr 2,HUVEC,12,B8 12hr 2.tiff,HUVEC/12h,Controle+Saudavel||None||B8,Controle+Saudavel,B8,None,HUVEC|None,,ok_hash,Controle+Saudavel||None||B8,val
B8 12HR 2_png.rf.9iYVx629UA8lYga7s72P.png,b8 12hr 2,HUVEC,12,,,Controle+Saudavel||None||B8,Controle+Saudavel,B8,None,HUVEC|None,,ok_nome_norm,Controle+Saudavel||None||B8,val
A1 24HR 2_png.rf.8ZCo4suYfwAmYJVAdrgi.png,a1 24hr 2,HUVEC,24,A1 24HR 2 (2).tiff,HUVEC/24h,Originais (1)||None||A1,Originais (1),A1,None,HUVEC|None,,ok_hash,SHARED__A1,test
A1 24HR 2_png.rf.QvfIHR0lQkYJbWTuhsBX.png,a1 24hr 2,HUVEC,24,A1 24HR 2.tiff,HUVEC/24h,originais||None||A1,originais,A1,None,HUVEC|None,,ok_hash,SHARED__A1,test
C7 8HR 1_png.rf.BLjG0NJpvYU22o7jYGgz.png,c7 8hr 1,HUVEC,8,C7 8HR 1 (2).tiff,HUVEC/8h,Originais (1)||None||C7,Originais (1),C7,None,HUVEC|None,,ok_hash,Originais (1)||None||C7,train
C7 8hr 1_png.rf.G3Sj8OMnkq6nHC5SOjbi.png,c7 8hr 1,HUVEC,8,C7 8hr 1.tiff,HUVEC/8h,Pré-Eclâmpsia||None||C7,Pré-Eclâmpsia,C7,None,HUVEC|None,,ok_hash,Pré-Eclâmpsia||None||C7,train
A5 0HR 2_png.rf.C9gm2A2fkupz9aW1u7b9.png,a5 0hr 2,HUVEC,0,A5 0HR 2 (2).tiff,HUVEC/0h,Originais (1)||None||A5,Originais (1),A5,None,HUVEC|None,,ok_hash,SHARED__A5,train
A5 0hr 2_png.rf.VU7ZStUnMIZCuBrc6l0k.png,a5 0hr 2,HUVEC,0,A5 0hr 2.tiff,HUVEC/0h,Pré-Eclâmpsia||None||A5,Pré-Eclâmpsia,A5,None,HUVEC|None,,ok_hash,Pré-Eclâmpsia||None||A5,train
A5 0HR 2_png.rf.Y8g6msImi3FtQjKV3Wp9.png,a5 0hr 2,HUVEC,0,,,Pré-Eclâmpsia||None||A5,Pré-Eclâmpsia,A5,None,HUVEC|None,,ok_nome_norm,Pré-Eclâmpsia||None||A5,train
A5 0hr_2_png.rf.JluxUjNY7fGnBncqTfdq.png,a5 0hr 2,HUVEC,0,A5 0hr_2.tiff,HUVEC/0h,Pré-Eclâmpsia||None||A5,Pré-Eclâmpsia,A5,None,HUVEC|None,,ok_hash,Pré-Eclâmpsia||None||A5,train
C5 0HR 1_png.rf.Eq08r4rsYSmeLWqDM8ss.png,c5 0hr 1,HUVEC,0,C5 0HR 1.tiff,HUVEC/0h,Originais (1)||None||C5,Originais (1),C5,None,HUVEC|None,,ok_hash,Originais (1)||None||C5,train
B1 12hr 1_png.rf.Basp8dmX2exqZZBqydBx.png,b1 12hr 1,HUVEC,12,,,Controle+Saudavel||None||B1,Controle+Saudavel,B1,None,HUVEC|None,,ambigua_resolvida_por_fusao,Controle+Saudavel||None||B1,test
B1 12hr 1_png.rf.sRUPpw6VBKsEL7UWcuqg.png,b1 12hr 1,HUVEC,12,B1 12hr 1.tiff,HUVEC/12h,Controle+Saudavel||None||B1,Controle+Saudavel,B1,None,HUVEC|None,,ok_hash,Controle+Saudavel||None||B1,test
B1 12hr_1_png.rf.dB4OztvLmzVa4BGq5jCN.png,b1 12hr 1,HUVEC,12,B1 12hr_1.tiff,HUVEC/12h,Controle+Saudavel||None||B1,Controle+Saudavel,B1,None,HUVEC|None,,ok_hash,Controle+Saudavel||None||B1,test
B1 12hr 1_png.rf.MkOpH7SVtG5q4EYuFmK2.png,b1 12hr 1,HUVEC,12,,,Controle+Saudavel||None||B1,Controle+Saudavel,B1,None,HUVEC|None,,ambigua_resolvida_por_fusao,Controle+Saudavel||None||B1,test
B1 12HR 1_png.rf.iGQ0raXb1cPFjLpTE8Qs.png,b1 12hr 1,HUVEC,12,,,Controle+Saudavel||None||B1,Controle+Saudavel,B1,None,HUVEC|None,,ambigua_resolvida_por_fusao,Controle+Saudavel||None||B1,test
B1 12HR 1_png.rf.huPp6MA4TKEZBcGXSoLi.png,b1 12hr 1,HUVEC,12,B1 12HR 1 (2).tiff,HUVEC/12h,Originais (1)||None||B1,Originais (1),B1,None,HUVEC|None,,ok_hash,SHARED__B1,train
ct3_5_png.rf.rPD7kpqEkJ4PcSKpPkrP.png,ct3 5,SKOV,0,ct3_5.tiff,SKOV/0h,P1|CT|F15,P1,F15,CT,P1|CT,,ok_hash,P1|CT|F15,train
B3 24h 1_png.rf.o0oNoNvk37LqpagxxqVo.png,b3 24h 1,HUVEC,24,B3 24h 1.tiff,HUVEC/24h,Pré-Eclâmpsia||None||B3,Pré-Eclâmpsia,B3,None,HUVEC|None,,ok_hash,Pré-Eclâmpsia||None||B3,test
B3 24H 1_png.rf.LPAu1wd0tAJfBCssFalf.png,b3 24h 1,HUVEC,24,B3 24H 1 (2).tiff,HUVEC/24h,LUIS RAW||PEP+GB||B3,LUIS RAW,B3,PEP+GB,HUVEC|PEP+GB,,ok_hash,LUIS RAW||PEP+GB||B3,train
B3 24h 1_png.rf.gZIWOhlU4NcXdxLLJJZ2.png,b3 24h 1,HUVEC,24,,,Pré-Eclâmpsia||None||B3,Pré-Eclâmpsia,B3,None,HUVEC|None,,ok_nome_norm,Pré-Eclâmpsia||None||B3,test
B3 24H 1_png.rf.qfRsFXKWsC6TWRFF9Taw.png,b3 24h 1,HUVEC,24,B3 24H 1 (5).tiff,HUVEC/24h,Migração (PET e PEP) n3 - RAW||None||B3,Migração (PET e PEP) n3 - RAW,B3,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||B3,train
B3 24H 1_png.rf.k1iUYr5vYuEMBpfuVe2f.png,b3 24h 1,HUVEC,24,B3 24H 1 (3).tiff,HUVEC/24h,Migração (PET e PEP) n1 - RAW||PEP||B3,Migração (PET e PEP) n1 - RAW,B3,PEP,HUVEC|PEP,,ok_hash,Migração (PET e PEP) n1 - RAW||PEP||B3,train
B3 24H 1_png.rf.2JmsG9wGoR29jy6DRUHa.png,b3 24h 1,HUVEC,24,B3 24H 1 (4).tiff,HUVEC/24h,Migração (PET e PEP) n2 - RAW||PEP + NEB 5uM||B3,Migração (PET e PEP) n2 - RAW,B3,PEP + NEB 5uM,HUVEC|PEP + NEB 5uM,,ok_hash,Migração (PET e PEP) n2 - RAW||PEP + NEB 5uM||B3,train
ct3_3_png.rf.vFYj9FMCGAqQ32xosxLR.png,ct3 3,SKOV,0,ct3_3.tiff,SKOV/0h,P1|CT|F13,P1,F13,CT,P1|CT,,ok_hash,P1|CT|F13,test
C6 24HR 2_png.rf.tHaJIce9FVY7cZYg4n8E.png,c6 24hr 2,HUVEC,24,C6 24HR 2.tiff,HUVEC/24h,Originais (1)||None||C6,Originais (1),C6,None,HUVEC|None,,ok_hash,Originais (1)||None||C6,val
A5 24HR 1_png.rf.CpfIcPI5krfxTtJFGjKH.png,a5 24hr 1,HUVEC,24,A5 24HR 1 (2).tiff,HUVEC/24h,Originais (1)||None||A5,Originais (1),A5,None,HUVEC|None,,ok_hash,SHARED__A5,train
A5 24HR 1_png.rf.QWraD9H7IOqSfp8mznDQ.png,a5 24hr 1,HUVEC,24,A5 24HR 1.tiff,HUVEC/24h,originais||None||A5,originais,A5,None,HUVEC|None,,ok_hash,SHARED__A5,train
B4 0H 1_png.rf.UkNByK7H1jadGiO9HCAd.png,b4 0h 1,HUVEC,0,B4 0H 1.tiff,HUVEC/0h,LUIS RAW||PEP+MCC||B4,LUIS RAW,B4,PEP+MCC,HUVEC|PEP+MCC,,ok_hash,LUIS RAW||PEP+MCC||B4,train
B4 0H 1_png.rf.Dz8OAD8IKrZ4Bd7eyGpT.png,b4 0h 1,HUVEC,0,B4 0H 1 (2).tiff,HUVEC/0h,Migração (PET e PEP) n1 - RAW||PEP||B4,Migração (PET e PEP) n1 - RAW,B4,PEP,HUVEC|PEP,,ok_hash,Migração (PET e PEP) n1 - RAW||PEP||B4,val
B4 0H 1_png.rf.fnnFJZSxNbJIYzq62RBH.png,b4 0h 1,HUVEC,0,B4 0H 1 (4).tiff,HUVEC/0h,Migração (PET e PEP) n3 - RAW||None||B4,Migração (PET e PEP) n3 - RAW,B4,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||B4,train
B4 0H 1_png.rf.ocKA8DGfji9fgwcSBwv6.png,b4 0h 1,HUVEC,0,B4 0H 1 (3).tiff,HUVEC/0h,Migração (PET e PEP) n2 - RAW||PEP + NEB 5uM||B4,Migração (PET e PEP) n2 - RAW,B4,PEP + NEB 5uM,HUVEC|PEP + NEB 5uM,,ok_hash,Migração (PET e PEP) n2 - RAW||PEP + NEB 5uM||B4,train
B8 8H 2_png.rf.UaCpChb0ty8nCEeOICAn.png,b8 8h 2,HUVEC,8,B8 8H 2.tiff,HUVEC/8h,LUIS RAW||PEP+MCC||B8,LUIS RAW,B8,PEP+MCC,HUVEC|PEP+MCC,,ok_hash,LUIS RAW||PEP+MCC||B8,train
E4 24H 1_png.rf.VApsLvqT7aWfeSFArkzu.png,e4 24h 1,HUVEC,24,E4 24H 1.tiff,HUVEC/24h,LUIS RAW||PEP+MET3||E4,LUIS RAW,E4,PEP+MET3,HUVEC|PEP+MET3,,ok_hash,LUIS RAW||PEP+MET3||E4,train
E4 24H 1_png.rf.WRsQKjX6ie0vtyCCCrGq.png,e4 24h 1,HUVEC,24,E4 24H 1 (2).tiff,HUVEC/24h,Migração (PET e PEP) n1 - RAW||PET||E4,Migração (PET e PEP) n1 - RAW,E4,PET,HUVEC|PET,,ok_hash,Migração (PET e PEP) n1 - RAW||PET||E4,train
B4 24H 1_png.rf.b60wYuoI9jxCKCHE2l9q.png,b4 24h 1,HUVEC,24,B4 24H 1 (2).tiff,HUVEC/24h,LUIS RAW||PEP+MCC||B4,LUIS RAW,B4,PEP+MCC,HUVEC|PEP+MCC,,ok_hash,LUIS RAW||PEP+MCC||B4,train
B4 24h 1_png.rf.1X28TLOHfw99QR2YYvM9.png,b4 24h 1,HUVEC,24,B4 24h 1.tiff,HUVEC/24h,Pré-Eclâmpsia||None||B4,Pré-Eclâmpsia,B4,None,HUVEC|None,,ok_hash,Pré-Eclâmpsia||None||B4,train
B4 24H 1_png.rf.g6mdfx5q5C5lyvQAGYxU.png,b4 24h 1,HUVEC,24,B4 24H 1 (3).tiff,HUVEC/24h,Migração (PET e PEP) n1 - RAW||PEP||B4,Migração (PET e PEP) n1 - RAW,B4,PEP,HUVEC|PEP,,ok_hash,Migração (PET e PEP) n1 - RAW||PEP||B4,val
B4 24H 1_png.rf.4r695chZzLmmnCG4yZPL.png,b4 24h 1,HUVEC,24,B4 24H 1 (4).tiff,HUVEC/24h,Migração (PET e PEP) n2 - RAW||PEP + NEB 5uM||B4,Migração (PET e PEP) n2 - RAW,B4,PEP + NEB 5uM,HUVEC|PEP + NEB 5uM,,ok_hash,Migração (PET e PEP) n2 - RAW||PEP + NEB 5uM||B4,train
B2 24H 1_png.rf.XBc86UvTsYYrkQT5Lmb2.png,b2 24h 1,HUVEC,24,B2 24H 1.tiff,HUVEC/24h,LUIS RAW||PEP+MET3||B2,LUIS RAW,B2,PEP+MET3,HUVEC|PEP+MET3,,ok_hash,LUIS RAW||PEP+MET3||B2,test
B2 24H 1_png.rf.INyMxE58uzRFbh8B31Ps.png,b2 24h 1,HUVEC,24,B2 24H 1 (2).tiff,HUVEC/24h,Migração (PET e PEP) n3 - RAW||None||B2,Migração (PET e PEP) n3 - RAW,B2,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||B2,train
A1 12hr 1_png.rf.hPnekH9tRkKoF84Y4HTD.png,a1 12hr 1,HUVEC,12,A1 12hr 1.tiff,HUVEC/12h,Controle+Saudavel||None||A1,Controle+Saudavel,A1,None,HUVEC|None,,ok_hash,Controle+Saudavel||None||A1,val
A1 12HR 1_png.rf.8FGxD5kQMiDucxJswxPl.png,a1 12hr 1,HUVEC,12,,,Controle+Saudavel||None||A1,Controle+Saudavel,A1,None,HUVEC|None,,ok_nome_norm,Controle+Saudavel||None||A1,val
A1 12HR 1_png.rf.XDKS23ySU3ItzW5Kv957.png,a1 12hr 1,HUVEC,12,A1 12HR 1 (2).tiff,HUVEC/12h,Originais (1)||None||A1,Originais (1),A1,None,HUVEC|None,,ok_hash,SHARED__A1,test
A7 0HR 1_png.rf.MypZ7P5e22YqROshUyHa.png,a7 0hr 1,HUVEC,0,A7 0HR 1 (2).tiff,HUVEC/0h,Originais (1)||None||A7,Originais (1),A7,None,HUVEC|None,,ok_hash,SHARED__A7,train
A7 0HR 1_png.rf.K1SrVpQJXMVcmwZSUvfb.png,a7 0hr 1,HUVEC,0,A7 0HR 1.tiff,HUVEC/0h,originais||None||A7,originais,A7,None,HUVEC|None,,ok_hash,SHARED__A7,train
A1 12hr 2_png.rf.Zc7e1rWOmWcCj4dykv3Z.png,a1 12hr 2,HUVEC,12,,,Controle+Saudavel||None||A1,Controle+Saudavel,A1,None,HUVEC|None,,ok_nome_norm,Controle+Saudavel||None||A1,val
A1 12HR 2_png.rf.6p7F3HADokVM7aGI7thQ.png,a1 12hr 2,HUVEC,12,A1 12hr 2.tiff,HUVEC/12h,Controle+Saudavel||None||A1,Controle+Saudavel,A1,None,HUVEC|None,,ok_hash,Controle+Saudavel||None||A1,val
A1 12HR 2_png.rf.OoCbkijic6aCx52coryw.png,a1 12hr 2,HUVEC,12,A1 12HR 2 (2).tiff,HUVEC/12h,Originais (1)||None||A1,Originais (1),A1,None,HUVEC|None,,ok_hash,SHARED__A1,test
A3 24h 2_png.rf.FRjwfMYcf5xZAmW48pAr.png,a3 24h 2,HUVEC,24,A3 24h 2.tiff,HUVEC/24h,Controle+Saudavel||None||A3,Controle+Saudavel,A3,None,HUVEC|None,,ok_hash,Controle+Saudavel||None||A3,train
A3 24H 2_png.rf.kS5CSoi5AQ1mWS6ij8tv.png,a3 24h 2,HUVEC,24,A3 24H 2 (4).tiff,HUVEC/24h,Migração (PET e PEP) n3 - RAW||None||A3,Migração (PET e PEP) n3 - RAW,A3,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||A3,train
A3 24H 2_png.rf.1DXhlCUFozCEwAiOJfiw.png,a3 24h 2,HUVEC,24,A3 24H 2 (3).tiff,HUVEC/24h,Migração (PET e PEP) n2 - RAW||PEP||A3,Migração (PET e PEP) n2 - RAW,A3,PEP,HUVEC|PEP,,ok_hash,Migração (PET e PEP) n2 - RAW||PEP||A3,train
A3 24H 2_png.rf.TOtRUqMkxCrasCpSjZKO.png,a3 24h 2,HUVEC,24,A3 24H 2 (2).tiff,HUVEC/24h,LUIS RAW||PEP+GB||A3,LUIS RAW,A3,PEP+GB,HUVEC|PEP+GB,,ok_hash,LUIS RAW||PEP+GB||A3,val
B1 0hr_1_png.rf.DUGXTEiLp7a24s7ag9dO.png,b1 0hr 1,HUVEC,0,,,Controle+Saudavel||None||B1,Controle+Saudavel,B1,None,HUVEC|None,,ambigua_resolvida_por_fusao,Controle+Saudavel||None||B1,test
B1 0hr 1_png.rf.MsTYgRqpBawgbfwCxIBh.png,b1 0hr 1,HUVEC,0,,,Controle+Saudavel||None||B1,Controle+Saudavel,B1,None,HUVEC|None,,ambigua_resolvida_por_fusao,Controle+Saudavel||None||B1,test
B1 0hr 1_png.rf.HQmAp3GBzLOJSBnrI49n.png,b1 0hr 1,HUVEC,0,B1 0hr 1.tiff,HUVEC/0h,Controle+Saudavel||None||B1,Controle+Saudavel,B1,None,HUVEC|None,,ok_hash,Controle+Saudavel||None||B1,test
B1 0HR 1_png.rf.NGRx9n5aVbjBeYyAkrvc.png,b1 0hr 1,HUVEC,0,B1 0HR 1 (2).tiff,HUVEC/0h,Originais (1)||None||B1,Originais (1),B1,None,HUVEC|None,,ok_hash,SHARED__B1,train
B1 0hr 1_png.rf.IpACHL1Orw6aFOfMt2L4.png,b1 0hr 1,HUVEC,0,,,Controle+Saudavel||None||B1,Controle+Saudavel,B1,None,HUVEC|None,,ambigua_resolvida_por_fusao,Controle+Saudavel||None||B1,test
B1 0HR 1_png.rf.eIMkkfHeHfLEZ04ezC1L.png,b1 0hr 1,HUVEC,0,B1 0hr_1.tiff,HUVEC/0h,Controle+Saudavel||None||B1,Controle+Saudavel,B1,None,HUVEC|None,,ok_hash,Controle+Saudavel||None||B1,test
Snap-14_18_png.rf.cTI14kZnt7qLocJDEl8J.png,snap-14,SKOV,48,Snap-14.tiff,SKOV/48h,P2|CT|F14,P2,F14,CT,P2|CT,,ok_hash,P2|CT|F14,train
Snap-14_63_png.rf.CP0h7e9qVBHWMIowPwi3.png,snap-14,SKOV,24,Snap-14.tiff,SKOV/24h,P2|CT|F14,P2,F14,CT,P2|CT,,ok_hash,P2|CT|F14,train
Snap-14_197_png.rf.BYX13QN3Hg5IwWB1K8CE.png,snap-14,SKOV,24,Snap-14 (2).tiff,SKOV/24h,P1|CT|F13,P1,F13,CT,P1|CT,,ok_hash,P1|CT|F13,test
Snap-14_png.rf.s2v9VcqXVmUKf34AJR9n.png,snap-14,SKOV,0,Snap-14.tiff,SKOV/0h,P2|CT|F13,P2,F13,CT,P2|CT,,ok_hash,P2|CT|F13,train
Snap-14_137_png.rf.JGQAHR1rLHubpmhNmWKG.png,snap-14,SKOV,48,Snap-14 (2).tiff,SKOV/48h,P1|CT|F14,P1,F14,CT,P1|CT,,ok_hash,P1|CT|F14,train
Snap-57_14_png.rf.zzuxYUS6GURsSfNtRXi0.png,snap-57,SKOV,48,Snap-57.tiff,SKOV/48h,P2|CARBO+GEO|F11,P2,F11,CARBO+GEO,P2|CARBO+GEO,,ok_hash,P2|CARBO+GEO|F11,train
Snap-57_163_png.rf.pDbnqWgyxSpfj13CWb0J.png,snap-57,SKOV,48,Snap-57 (2).tiff,SKOV/48h,P1|GEO+PTX|F11,P1,F11,GEO+PTX,P1|GEO+PTX,,ok_hash,P1|GEO+PTX|F11,train
