arquivo_b,stem_normalizado,arquivo_a,pasta_a,linha_celular,well_campo,timepoint_h,similaridade,margem_2o_melhor,status,experimento,tratamento,creation_dt,lote,trat_huvec,ctx_ambiguo
B2 12H 2_png.rf.YYY5vUirwJPSMny2nvl3.png,b2 12h 2,B2 12H 2 (3).tiff,HUVEC/12h,HUVEC,B2,12,1.0,0.3806,ok,,,,Migração (PET e PEP) n3 - RAW,,
B2 12H 2_png.rf.FzXZIgC2qgWNJeU50fSK.png,b2 12h 2,B2 12H 2 (2).tiff,HUVEC/12h,HUVEC,B2,12,1.0,0.3806,ok,,,,Migração (PET e PEP) n2 - RAW,PEP + NEB 1uM,
C3 8H 1_png.rf.aUtWxOp3N6x2Sm6L3Pxy.png,c3 8h 1,C3 8H 1 (3).tiff,HUVEC/8h,HUVEC,C3,8,1.0,0.2004,ok,,,,Migração (PET e PEP) n3 - RAW,,
C3 8H 1_png.rf.ifkP9o7aasJYjCRBwRMd.png,c3 8h 1,C3 8H 1 (2).tiff,HUVEC/8h,HUVEC,C3,8,1.0,0.2004,ok,,,,Migração (PET e PEP) n2 - RAW,PET,
C3 8H 1_png.rf.zcpxPqNmc4P4JnYSdW6p.png,c3 8h 1,C3 8H 1.tiff,HUVEC/8h,HUVEC,C3,8,1.0,0.3247,ok,,,,Migração (PET e PEP) n1 - RAW,PEP + NEB 1uM,
D2 0H 2_png.rf.Dp47CnjPtc2Ypjhgjlpy.png,d2 0h 2,D2 0H 2 (2).tiff,HUVEC/0h,HUVEC,D2,0,1.0,0.4089,ok,,,,Migração (PET e PEP) n3 - RAW,,
D2 0H 2_png.rf.aFJ3evuMPh4bmQ6vObzi.png,d2 0h 2,D2 0H 2.tiff,HUVEC/0h,HUVEC,D2,0,1.0,0.4089,ok,,,,Migração (PET e PEP) n2 - RAW,PET + NEB 1uM,
B3 0H 1_png.rf.GfdZamns9A85dmpsncQd.png,b3 0h 1,B3 0H 1 (4).tiff,HUVEC/0h,HUVEC,B3,0,1.0,0.0454,ambiguo,,,,Migração (PET e PEP) n3 - RAW,,
B3 0H 1_png.rf.VOvR3gkaIxZfUxZn7iWW.png,b3 0h 1,B3 0H 1.tiff,HUVEC/0h,HUVEC,B3,0,1.0,0.4871,ok,,,,LUIS RAW,PEP+GB,
B3 0H 1_png.rf.TvmtLMFiWafJEYHH5ahW.png,b3 0h 1,B3 0H 1 (2).tiff,HUVEC/0h,HUVEC,B3,0,1.0,0.3941,ok,,,,Migração (PET e PEP) n1 - RAW,PEP,
B3 0H 1_png.rf.wXF2WuHXbUH1hjCwk5QU.png,b3 0h 1,B3 0H 1 (3).tiff,HUVEC/0h,HUVEC,B3,0,1.0,0.0454,ambiguo,,,,Migração (PET e PEP) n2 - RAW,PEP + NEB 5uM,
A1 0H 1_png.rf.HD2oRQ2kZkfx6TVBCwb0.png,a1 0h 1,A1 0H 1 (3).tiff,HUVEC/0h,HUVEC,A1,0,1.0,0.1299,ok,,,,Migração (PET e PEP) n3 - RAW,,
A1 0H 1_png.rf.eIu9T8KjhRT5idIu84ug.png,a1 0h 1,A1 0H 1 (2).tiff,HUVEC/0h,HUVEC,A1,0,1.0,0.1299,ok,,,,Migração (PET e PEP) n2 - RAW,PEP,
A1 0H 1_png.rf.deuEZnvxVEhdzYi1BbRS.png,a1 0h 1,A1 0H 1.tiff,HUVEC/0h,HUVEC,A1,0,1.0,1.3104,ok,,,,LUIS RAW,PEP,
C1 8H 1_png.rf.Kgxxv8FeePOy1Zd5HuuB.png,c1 8h 1,C1 8H 1 (3).tiff,HUVEC/8h,HUVEC,C1,8,1.0,0.0529,ok,,,,Migração (PET e PEP) n3 - RAW,,
C1 8H 1_png.rf.mj0lbrvKisdrUxG9vQnG.png,c1 8h 1,C1 8H 1 (2).tiff,HUVEC/8h,HUVEC,C1,8,1.0,0.0529,ok,,,,Migração (PET e PEP) n2 - RAW,PET,
C1 8H 1_png.rf.Ay4yt6ak3p7WdjXvlv87.png,c1 8h 1,C1 8H 1.tiff,HUVEC/8h,HUVEC,C1,8,1.0,1.6,ok,,,,LUIS RAW,PET,
A2 12H 1_png.rf.KiET7Y5y6SYnGfA5kvLD.png,a2 12h 1,A2 12H 1 (3).tiff,HUVEC/12h,HUVEC,A2,12,1.0,0.1565,ok,,,,Migração (PET e PEP) n3 - RAW,,
A2 12H 1_png.rf.xnmVBn7WXmT4yiy3UMlx.png,a2 12h 1,A2 12H 1 (2).tiff,HUVEC/12h,HUVEC,A2,12,1.0,0.1051,ok,,,,Migração (PET e PEP) n2 - RAW,PEP,
A2 12H 1_png.rf.OJIVQFhGNFY1jVusUDR3.png,a2 12h 1,A2 12H 1.tiff,HUVEC/12h,HUVEC,A2,12,1.0,0.1051,ok,,,,LUIS RAW,PEP+MET3,
B3 0HR 1_png.rf.ywI9JUlQUWMjhvBhIXSD.png,b3 0hr 1,B3 0HR 1.tiff,HUVEC/0h,HUVEC,B3,0,1.0,0.3687,ok,,,,originais,,
B3 0HR 1_png.rf.w38HSO6SfUXeo4hLFscR.png,b3 0hr 1,B3 0HR 1 (2).tiff,HUVEC/0h,HUVEC,B3,0,1.0,0.3687,ok,,,,Originais (1),,
B3 8H 1_png.rf.KsM3VfYU1XJ2B5xCPglb.png,b3 8h 1,B3 8H 1 (4).tiff,HUVEC/8h,HUVEC,B3,8,1.0,0.2432,ok,,,,Migração (PET e PEP) n3 - RAW,,
B3 8H 1_png.rf.lHJeoP7Yhjzr6KYBPoRz.png,b3 8h 1,B3 8H 1 (3).tiff,HUVEC/8h,HUVEC,B3,8,1.0,0.6369,ok,,,,Migração (PET e PEP) n2 - RAW,PEP + NEB 5uM,
B3 8H 1_png.rf.omgWK7mobEFIqpuUgMv3.png,b3 8h 1,B3 8H 1 (2).tiff,HUVEC/8h,HUVEC,B3,8,1.0,0.2432,ok,,,,Migração (PET e PEP) n1 - RAW,PEP,
B3 8H 1_png.rf.P5wqKYFj2eE6zpNU0fkw.png,b3 8h 1,B3 8H 1.tiff,HUVEC/8h,HUVEC,B3,8,1.0,1.0921,ok,,,,LUIS RAW,PEP+GB,
Snap-06_147_png.rf.GD6EP0bfiqbQELx2DbXk.png,snap-6,Snap-06 (2).tiff,SKOV/48h,SKOV,snap-6,48,0.9994,0.2588,ok,P1,CT,,,,
Snap-06_28_png.rf.B16Hi9B61ihSVrFqD8EM.png,snap-6,Snap-06.tiff,SKOV/48h,SKOV,snap-6,48,0.9996,0.1447,ok,P2,CT,,,,
Snap-06_251_png.rf.RTJFsjqwbqP4Ma6aageY.png,snap-6,Snap-06.tiff,SKOV/72h,SKOV,snap-6,72,0.9986,0.2749,ok,P1,PTX,,,,
Snap-06_207_png.rf.m5JajGmMom6qRqZWTY3C.png,snap-6,Snap-06 (2).tiff,SKOV/24h,SKOV,snap-6,24,0.9994,0.1954,ok,P1,CT,,,,
A5 12H 1_png.rf.Q2XHkY7lrdRjrWzwNsuW.png,a5 12h 1,A5 12H 1.tiff,HUVEC/12h,HUVEC,A5,12,1.0,,ok,,,,LUIS RAW,PEP,
D4 12H 1_png.rf.9BeWOTfVwMn3ywdSyPmt.png,d4 12h 1,D4 12H 1 (3).tiff,HUVEC/12h,HUVEC,D4,12,1.0,0.0748,ok,,,,Migração (PET e PEP) n3 - RAW,,
D4 12H 1_png.rf.UCilzmx4bAo3sipEh0TZ.png,d4 12h 1,D4 12H 1 (2).tiff,HUVEC/12h,HUVEC,D4,12,1.0,0.4728,ok,,,,Migração (PET e PEP) n2 - RAW,PET + NEB 5uM,
D4 12H 1_png.rf.rmwAgsyRm1ZzZ55GuiPB.png,d4 12h 1,D4 12H 1.tiff,HUVEC/12h,HUVEC,D4,12,1.0,0.0748,ok,,,,Migração (PET e PEP) n1 - RAW,PEP + NEB 5uM,
C4 24HR 2_png.rf.dcfkjKvMtdDN2O5gEqvU.png,c4 24hr 2,C4 24HR 2.tiff,HUVEC/24h,HUVEC,C4,24,1.0,,ok,,,,Originais (1),,
Snap-03_16_png.rf.8FYQJMkw0jfVRFMq4naV.png,snap-3,Snap-03.tiff,SKOV/48h,SKOV,snap-3,48,0.9926,0.2051,ok,P2,CT,,,,
Snap-03_135_png.rf.86k5Vru6ipllZqtNKdG2.png,snap-3,Snap-03 (2).tiff,SKOV/48h,SKOV,snap-3,48,0.9995,0.2906,ok,P1,CT,,,,
Snap-03_254_png.rf.BtyeXVgh2zc19JcqpFCK.png,snap-3,Snap-03.tiff,SKOV/72h,SKOV,snap-3,72,0.9974,0.2507,ok,P1,CT,,,,
Snap-03_61_png.rf.1FYqRGNLJIklJ5YdlPHa.png,snap-3,Snap-03.tiff,SKOV/24h,SKOV,snap-3,24,0.9992,0.2399,ok,P2,CT,,,,
Snap-03_png.rf.v38nE8mp2K7iYYSbvq0E.png,snap-3,Snap-03.tiff,SKOV/0h,SKOV,snap-3,0,0.9996,0.2096,ok,P2,CT,,,,
Snap-03_195_png.rf.YYuGBJMJvk1Uc2AUOhKN.png,snap-3,Snap-03 (2).tiff,SKOV/24h,SKOV,snap-3,24,0.9995,0.2094,ok,P1,CT,,,,
F2 8H 2_png.rf.dUFZVFJ0aVESmoGKjJ05.png,f2 8h 2,F2 8H 2.tiff,HUVEC/8h,HUVEC,F2,8,1.0,,ok,,,,LUIS RAW,PET,
Snap-02_196_png.rf.BKEbI8Gj7FVgCYPUSi9g.png,snap-2,Snap-02 (2).tiff,SKOV/24h,SKOV,snap-2,24,0.9995,0.1924,ok,P1,CT,,,,
Snap-02_255_png.rf.JaJ4bou8Ic3AaIPtCfZV.png,snap-2,Snap-02.tiff,SKOV/72h,SKOV,snap-2,72,0.9961,0.3096,ok,P1,CT,,,,
Snap-02_png.rf.HnokE69U5U658bYwvUrm.png,snap-2,Snap-02.tiff,SKOV/0h,SKOV,snap-2,0,0.9997,0.2436,ok,P2,CT,,,,
Snap-02_62_png.rf.K7PjQ8CqA8XVhNTW659F.png,snap-2,Snap-02.tiff,SKOV/24h,SKOV,snap-2,24,0.9994,0.2034,ok,P2,CT,,,,
Snap-02_17_png.rf.Lpe2QyqaZsGgJFeCYcvT.png,snap-2,Snap-02.tiff,SKOV/48h,SKOV,snap-2,48,0.9966,0.2212,ok,P2,CT,,,,
Snap-02_136_png.rf.m6MHqhz3vjy6x2KcsX7N.png,snap-2,Snap-02 (2).tiff,SKOV/48h,SKOV,snap-2,48,0.9992,0.1892,ok,P1,CT,,,,
B3 12H 1_png.rf.K1xrQbmhbAmhHzuNkKJj.png,b3 12h 1,B3 12H 1 (4).tiff,HUVEC/12h,HUVEC,B3,12,1.0,0.0785,ok,,,,Migração (PET e PEP) n3 - RAW,,
B3 12H 1_png.rf.1lPHPBmz2RT2aHQDRS5u.png,b3 12h 1,B3 12H 1 (2).tiff,HUVEC/12h,HUVEC,B3,12,1.0,0.2215,ok,,,,Migração (PET e PEP) n1 - RAW,PEP,
B3 12H 1_png.rf.uBc16RzdSW9jA36NDqQV.png,b3 12h 1,B3 12H 1.tiff,HUVEC/12h,HUVEC,B3,12,1.0,0.0785,ok,,,,LUIS RAW,PEP+GB,
B3 12H 1_png.rf.tJNj0szl1RrlZo4qYD4w.png,b3 12h 1,B3 12H 1 (3).tiff,HUVEC/12h,HUVEC,B3,12,1.0,0.1771,ok,,,,Migração (PET e PEP) n2 - RAW,PEP + NEB 5uM,
B2 8H 2_png.rf.ZKeiVD67Jac52yXARTr0.png,b2 8h 2,B2 8H 2 (3).tiff,HUVEC/8h,HUVEC,B2,8,1.0,0.506,ok,,,,Migração (PET e PEP) n3 - RAW,,
B2 8H 2_png.rf.rH7jjspZ5cR0FGcre3t4.png,b2 8h 2,B2 8H 2 (2).tiff,HUVEC/8h,HUVEC,B2,8,1.0,0.506,ok,,,,Migração (PET e PEP) n2 - RAW,PEP + NEB 1uM,
D4 8H 2_png.rf.ixTzZNh35XGijmR7VOtL.png,d4 8h 2,D4 8H 2 (3).tiff,HUVEC/8h,HUVEC,D4,8,1.0,0.1192,ok,,,,Migração (PET e PEP) n3 - RAW,,
D4 8H 2_png.rf.F1CeZbD8JhhIxg3FDoX3.png,d4 8h 2,D4 8H 2 (2).tiff,HUVEC/8h,HUVEC,D4,8,1.0,0.3098,ok,,,,Migração (PET e PEP) n2 - RAW,PET + NEB 5uM,
D4 8H 2_png.rf.mnoVDerLhE6PpOQcbUog.png,d4 8h 2,D4 8H 2.tiff,HUVEC/8h,HUVEC,D4,8,1.0,0.1192,ok,,,,Migração (PET e PEP) n1 - RAW,PEP + NEB 5uM,
D2 8H 1_png.rf.dmlfRxJCAZ7ighrwgYDZ.png,d2 8h 1,D2 8H 1 (2).tiff,HUVEC/8h,HUVEC,D2,8,1.0,0.1423,ok,,,,Migração (PET e PEP) n3 - RAW,,
D2 8H 1_png.rf.sM0CFB6l073DrQDTlvwd.png,d2 8h 1,D2 8H 1.tiff,HUVEC/8h,HUVEC,D2,8,1.0,0.1423,ok,,,,Migração (PET e PEP) n2 - RAW,PET + NEB 1uM,
A7 0H 1_png.rf.SiNhL86Fl5NCzaMvqhnG.png,a7 0h 1,A7 0H 1.tiff,HUVEC/0h,HUVEC,A7,0,1.0,,ok,,,,LUIS RAW,PEP+GB,
D6 8HR 1_png.rf.Xkg7J2fPAbBTBVgUt0K6.png,d6 8hr 1,D6 8HR 1.tiff,HUVEC/8h,HUVEC,D6,8,1.0,,ok,,,,originais,,
B6 8H 2_png.rf.UXJImUaOFc4Vli6PQg2j.png,b6 8h 2,B6 8H 2.tiff,HUVEC/8h,HUVEC,B6,8,1.0,0.3155,ok,,,,LUIS RAW,PEP+MET3,
B6 8H 2_png.rf.QwHHdwx6U1gvnoHzE73s.png,b6 8h 2,B6 8H 2 (2).tiff,HUVEC/8h,HUVEC,B6,8,1.0,0.3155,ok,,,,Migração (PET e PEP) n1 - RAW,PET + NEB 1uM,
B4 12H 2_png.rf.M73w17SwMbnI1WYVdwjH.png,b4 12h 2,B4 12H 2 (4).tiff,HUVEC/12h,HUVEC,B4,12,1.0,1.0985,ok,,,,Migração (PET e PEP) n3 - RAW,,
B4 12H 2_png.rf.xN6KD3V9tK0oa8cV84Pz.png,b4 12h 2,B4 12H 2 (3).tiff,HUVEC/12h,HUVEC,B4,12,1.0,0.2832,ok,,,,Migração (PET e PEP) n2 - RAW,PEP + NEB 5uM,
B4 12H 2_png.rf.BUDIsAimJHwizKA26kde.png,b4 12h 2,B4 12H 2.tiff,HUVEC/12h,HUVEC,B4,12,1.0,0.5527,ok,,,,LUIS RAW,PEP+MCC,
B4 12H 2_png.rf.nhpn6bL5wOSsBbHPHC5k.png,b4 12h 2,B4 12H 2 (2).tiff,HUVEC/12h,HUVEC,B4,12,1.0,0.2832,ok,,,,Migração (PET e PEP) n1 - RAW,PEP,
C1 8H 2_png.rf.LPqvMTKoFzKsz1D5axKz.png,c1 8h 2,C1 8H 2 (3).tiff,HUVEC/8h,HUVEC,C1,8,1.0,0.4329,ok,,,,Migração (PET e PEP) n3 - RAW,,
C1 8H 2_png.rf.8TQZveqFbURBQXdhXt39.png,c1 8h 2,C1 8H 2.tiff,HUVEC/8h,HUVEC,C1,8,1.0,0.4329,ok,,,,LUIS RAW,PET,
C1 8H 2_png.rf.8HPymGdz7fsuOzPsefJ9.png,c1 8h 2,C1 8H 2 (2).tiff,HUVEC/8h,HUVEC,C1,8,1.0,1.0425,ok,,,,Migração (PET e PEP) n2 - RAW,PET,
A3 12H 2_png.rf.NvDDUGcSzZJ4EVcSGloI.png,a3 12h 2,A3 12H 2 (3).tiff,HUVEC/12h,HUVEC,A3,12,1.0,0.8443,ok,,,,Migração (PET e PEP) n3 - RAW,,
A3 12H 2_png.rf.qDuUdj7SXNoX4mT28S1W.png,a3 12h 2,A3 12H 2 (2).tiff,HUVEC/12h,HUVEC,A3,12,1.0,0.8443,ok,,,,Migração (PET e PEP) n2 - RAW,PEP,
A3 12H 2_png.rf.r5xe4JQ4Ecgyw1raWv4H.png,a3 12h 2,A3 12H 2.tiff,HUVEC/12h,HUVEC,A3,12,1.0,1.1695,ok,,,,LUIS RAW,PEP+GB,
D3 8H 2_png.rf.gO7JbZNsOHcLU5pzglpZ.png,d3 8h 2,D3 8H 2 (3).tiff,HUVEC/8h,HUVEC,D3,8,1.0,0.2564,ok,,,,Migração (PET e PEP) n3 - RAW,,
D3 8H 2_png.rf.RmIwn01JNbgfY0VcrlAP.png,d3 8h 2,D3 8H 2 (2).tiff,HUVEC/8h,HUVEC,D3,8,1.0,0.2564,ok,,,,Migração (PET e PEP) n2 - RAW,PET + NEB 5uM,
D3 8H 2_png.rf.lKTVmjEr9xNW7FMHXCoW.png,d3 8h 2,D3 8H 2.tiff,HUVEC/8h,HUVEC,D3,8,1.0,0.4483,ok,,,,Migração (PET e PEP) n1 - RAW,PEP + NEB 5uM,
C2 12H 2_png.rf.Xlk8npRnjTZqON9mMs58.png,c2 12h 2,C2 12H 2 (2).tiff,HUVEC/12h,HUVEC,C2,12,1.0,0.9687,ok,,,,Migração (PET e PEP) n3 - RAW,,
C2 12H 2_png.rf.StYrOErgWeP3G0WcahiB.png,c2 12h 2,C2 12H 2.tiff,HUVEC/12h,HUVEC,C2,12,1.0,0.9687,ok,,,,Migração (PET e PEP) n2 - RAW,PET,
D1 12H 2_png.rf.hM6Jhc6UJKSMWKFN6Pta.png,d1 12h 2,D1 12H 2 (3).tiff,HUVEC/12h,HUVEC,D1,12,1.0,0.594,ok,,,,Migração (PET e PEP) n3 - RAW,,
D1 12H 2_png.rf.d9PBLeLwJNvcTiK3A1xg.png,d1 12h 2,D1 12H 2.tiff,HUVEC/12h,HUVEC,D1,12,1.0,0.1653,ok,,,,LUIS RAW,PET,
D1 12H 2_png.rf.rTaXrHPveh6L5jJcmCX5.png,d1 12h 2,D1 12H 2 (2).tiff,HUVEC/12h,HUVEC,D1,12,1.0,0.1653,ok,,,,Migração (PET e PEP) n2 - RAW,PET + NEB 1uM,
C2 12H 1_png.rf.TFHg3V0muENuTMlz7u5s.png,c2 12h 1,C2 12H 1 (2).tiff,HUVEC/12h,HUVEC,C2,12,1.0,0.6308,ok,,,,Migração (PET e PEP) n3 - RAW,,
C2 12H 1_png.rf.1gfpN8zl57105NR6Uic2.png,c2 12h 1,C2 12H 1.tiff,HUVEC/12h,HUVEC,C2,12,1.0,0.6308,ok,,,,Migração (PET e PEP) n2 - RAW,PET,
B8 8HR 1_png.rf.8IIu6eJhJrcV73IQECSg.png,b8 8hr 1,B8 8HR 1 (2).tiff,HUVEC/8h,HUVEC,B8,8,1.0,0.496,ok,,,,Originais (1),,
B8 8HR 1_png.rf.1XhLImMb5AZhR76Gahzd.png,b8 8hr 1,B8 8HR 1.tiff,HUVEC/8h,HUVEC,B8,8,1.0,0.496,ok,,,,originais,,
C6 0HR 1_png.rf.8uY0nXqjLEENJtXvrgwH.png,c6 0hr 1,C6 0HR 1.tiff,HUVEC/0h,HUVEC,C6,0,1.0,,ok,,,,Originais (1),,
A1 8H 1_png.rf.rUhuaOllIpd124SZ1Xbk.png,a1 8h 1,A1 8H 1 (3).tiff,HUVEC/8h,HUVEC,A1,8,1.0,0.0529,ok,,,,Migração (PET e PEP) n3 - RAW,,
A1 8H 1_png.rf.liKAKGJsx7rWvR2CTGjM.png,a1 8h 1,A1 8H 1.tiff,HUVEC/8h,HUVEC,A1,8,1.0,1.4301,ok,,,,LUIS RAW,PEP,
A1 8H 1_png.rf.zdFJIxxlh5GeTF27Y5tG.png,a1 8h 1,A1 8H 1 (2).tiff,HUVEC/8h,HUVEC,A1,8,1.0,0.0529,ok,,,,Migração (PET e PEP) n2 - RAW,PEP,
C1 12H 2_png.rf.ui6o7P9dux3LHvZaQLOp.png,c1 12h 2,C1 12H 2 (3).tiff,HUVEC/12h,HUVEC,C1,12,1.0,1.3343,ok,,,,Migração (PET e PEP) n3 - RAW,,
C1 12H 2_png.rf.oH0a5HttFWqoBJ0RowWP.png,c1 12h 2,C1 12H 2.tiff,HUVEC/12h,HUVEC,C1,12,1.0,0.2493,ok,,,,LUIS RAW,PET,
C1 12H 2_png.rf.tZRHLbi5gUqvH0jNbPLY.png,c1 12h 2,C1 12H 2 (2).tiff,HUVEC/12h,HUVEC,C1,12,1.0,0.2493,ok,,,,Migração (PET e PEP) n2 - RAW,PET,
D1 0HR 2_png.rf.Ak8bfHD2sNvAS5ARU8WU.png,d1 0hr 2,D1 0HR 2 (2).tiff,HUVEC/0h,HUVEC,D1,0,1.0,0.3025,ok,,,,Originais (1),,
D1 0HR 2_png.rf.pBkydjxMgVt0vB999uLo.png,d1 0hr 2,D1 0HR 2.tiff,HUVEC/0h,HUVEC,D1,0,1.0,0.3025,ok,,,,originais,,
D1 12H 1_png.rf.mKsxEDejqQN6qCQxLyns.png,d1 12h 1,D1 12H 1 (3).tiff,HUVEC/12h,HUVEC,D1,12,1.0,0.2772,ok,,,,Migração (PET e PEP) n3 - RAW,,
D1 12H 1_png.rf.vnjXHiF1GI01imDeAgku.png,d1 12h 1,D1 12H 1.tiff,HUVEC/12h,HUVEC,D1,12,1.0,0.2692,ok,,,,LUIS RAW,PET,
D1 12H 1_png.rf.aMJ1RYwhajSgp6IwJHpg.png,d1 12h 1,D1 12H 1 (2).tiff,HUVEC/12h,HUVEC,D1,12,1.0,0.2692,ok,,,,Migração (PET e PEP) n2 - RAW,PET + NEB 1uM,
D3 12H 2_png.rf.mGax8cZwIT4dFQnOordS.png,d3 12h 2,D3 12H 2 (3).tiff,HUVEC/12h,HUVEC,D3,12,1.0,0.7992,ok,,,,Migração (PET e PEP) n3 - RAW,,
D3 12H 2_png.rf.ogJD0ugl7j4sImIsr5p9.png,d3 12h 2,D3 12H 2.tiff,HUVEC/12h,HUVEC,D3,12,1.0,0.1584,ok,,,,Migração (PET e PEP) n1 - RAW,PEP + NEB 5uM,
D3 12H 2_png.rf.bk65RyMB9bMlU59S1RY7.png,d3 12h 2,D3 12H 2 (2).tiff,HUVEC/12h,HUVEC,D3,12,1.0,0.1584,ok,,,,Migração (PET e PEP) n2 - RAW,PET + NEB 5uM,
A1 12H 2_png.rf.mPIf5FtesN7Js9gYPSKt.png,a1 12h 2,A1 12H 2 (3).tiff,HUVEC/12h,HUVEC,A1,12,1.0,0.485,ok,,,,Migração (PET e PEP) n3 - RAW,,
A1 12H 2_png.rf.dAVbzvgvDzaa4i3J6C3M.png,a1 12h 2,A1 12H 2.tiff,HUVEC/12h,HUVEC,A1,12,1.0,0.485,ok,,,,LUIS RAW,PEP,
A1 12H 2_png.rf.eHmr1uNqdPXHXXf5QmS1.png,a1 12h 2,A1 12H 2 (2).tiff,HUVEC/12h,HUVEC,A1,12,1.0,1.5773,ok,,,,Migração (PET e PEP) n2 - RAW,PEP,
B2 12H 1_png.rf.q46PdRz1qnOtxZV3Argn.png,b2 12h 1,B2 12H 1 (3).tiff,HUVEC/12h,HUVEC,B2,12,1.0,0.0883,ok,,,,Migração (PET e PEP) n3 - RAW,,
B2 12H 1_png.rf.i2YOCT2Mj90ei2midq9S.png,b2 12h 1,B2 12H 1.tiff,HUVEC/12h,HUVEC,B2,12,1.0,1.1206,ok,,,,LUIS RAW,PEP+MET3,
B2 12H 1_png.rf.OrFcCcRPUkqBkLiAghoY.png,b2 12h 1,B2 12H 1 (2).tiff,HUVEC/12h,HUVEC,B2,12,1.0,0.0883,ok,,,,Migração (PET e PEP) n2 - RAW,PEP + NEB 1uM,
B1 8H 2_png.rf.qX8hsIWTYUCHB9jiGbcd.png,b1 8h 2,B1 8H 2 (3).tiff,HUVEC/8h,HUVEC,B1,8,1.0,0.3681,ok,,,,Migração (PET e PEP) n3 - RAW,,
B1 8H 2_png.rf.gA6SnVr547LgfEenVrRi.png,b1 8h 2,B1 8H 2 (2).tiff,HUVEC/8h,HUVEC,B1,8,1.0,0.3681,ok,,,,Migração (PET e PEP) n2 - RAW,PEP + NEB 1uM,
B1 8H 2_png.rf.3TB3hGpWKxwD8uqIJQTc.png,b1 8h 2,B1 8H 2.tiff,HUVEC/8h,HUVEC,B1,8,1.0,0.769,ok,,,,LUIS RAW,PEP,
D4 8H 1_png.rf.xpR4xGrS7xqp2WqsHOdj.png,d4 8h 1,D4 8H 1 (3).tiff,HUVEC/8h,HUVEC,D4,8,1.0,0.1198,ok,,,,Migração (PET e PEP) n3 - RAW,,
D4 8H 1_png.rf.qIcVbJAcG1YNBugruxMI.png,d4 8h 1,D4 8H 1 (2).tiff,HUVEC/8h,HUVEC,D4,8,1.0,0.1198,ok,,,,Migração (PET e PEP) n2 - RAW,PET + NEB 5uM,
D4 8H 1_png.rf.a8mANb97avVu4hPsbo7a.png,d4 8h 1,D4 8H 1.tiff,HUVEC/8h,HUVEC,D4,8,1.0,0.1752,ok,,,,Migração (PET e PEP) n1 - RAW,PEP + NEB 5uM,
D3 12H 1_png.rf.zbujIQNM7Eu9wWrC5MDN.png,d3 12h 1,D3 12H 1 (3).tiff,HUVEC/12h,HUVEC,D3,12,1.0,0.0951,ok,,,,Migração (PET e PEP) n3 - RAW,,
D3 12H 1_png.rf.C7OjXDLYyYQ82eRjth4A.png,d3 12h 1,D3 12H 1.tiff,HUVEC/12h,HUVEC,D3,12,1.0,0.0951,ok,,,,Migração (PET e PEP) n1 - RAW,PEP + NEB 5uM,
D3 12H 1_png.rf.vDKmMF3YJlFSbIbFZHci.png,d3 12h 1,D3 12H 1 (2).tiff,HUVEC/12h,HUVEC,D3,12,1.0,0.1916,ok,,,,Migração (PET e PEP) n2 - RAW,PET + NEB 5uM,
A1 12H 1_png.rf.tw98uu5NmZJ60AaEheGe.png,a1 12h 1,A1 12H 1 (3).tiff,HUVEC/12h,HUVEC,A1,12,1.0,0.5371,ok,,,,Migração (PET e PEP) n3 - RAW,,
A1 12H 1_png.rf.kvLVGRHFKPu6WotnBRAH.png,a1 12h 1,A1 12H 1 (2).tiff,HUVEC/12h,HUVEC,A1,12,1.0,0.5372,ok,,,,Migração (PET e PEP) n2 - RAW,PEP,
Snap-27_187_png.rf.Un1xcBRJR9pLwxhz2VBA.png,snap-27,Snap-27 (2).tiff,SKOV/24h,SKOV,snap-27,24,0.9996,0.2056,ok,P1,PTX,,,,
Snap-27_127_png.rf.u0sqqUf8hnanDrudhQQG.png,snap-27,Snap-27 (2).tiff,SKOV/48h,SKOV,snap-27,48,0.9996,0.2404,ok,P1,PTX,,,,
Snap-27_282_png.rf.vCcp3UXdXcDmFuHR7aax.png,snap-27,Snap-27.tiff,SKOV/72h,SKOV,snap-27,72,0.9993,0.2564,ok,P1,GEO,,,,
Snap-27_53_png.rf.YALqveujaUVhAWskGlbw.png,snap-27,Snap-27.tiff,SKOV/48h,SKOV,snap-27,48,0.9995,0.2204,ok,P2,CARBO,,,,
Snap-27_98_png.rf.lZ0XIyhITkksp9eS9PWL.png,snap-27,Snap-27.tiff,SKOV/24h,SKOV,snap-27,24,0.9994,0.2157,ok,P2,CARBO,,,,
Snap-27_png.rf.fKKLKbf92TUDKJORvts2.png,snap-27,Snap-27.tiff,SKOV/0h,SKOV,snap-27,0,0.9998,0.2057,ok,P2,CARBO,,,,
B8 8HR 2_png.rf.0BiUzebEwW7shJEaBWEc.png,b8 8hr 2,B8 8HR 2 (2).tiff,HUVEC/8h,HUVEC,B8,8,1.0,0.4268,ok,,,,Originais (1),,
B8 8HR 2_png.rf.jxqMjN8g1DglrNrucNPX.png,b8 8hr 2,B8 8HR 2.tiff,HUVEC/8h,HUVEC,B8,8,1.0,0.4268,ok,,,,originais,,
C5 8HR 2_png.rf.4S1ZdP33ODrC9e0Lly20.png,c5 8hr 2,C5 8HR 2.tiff,HUVEC/8h,HUVEC,C5,8,1.0,,ok,,,,Originais (1),,
